LAXVEN speed Recorder File: 00022757000.ShortTerm Internal
Data Displayed     From     .86  -  1667Km    TO   19/03/25 07:18:36-127Km
0-Mem freez,1-PowerOn,2-DownLoad,3-MemErase,4-No CFCard,5-ExtMemFail,7-Sensor1Fail,8-Sensor2Fail
,9-ZeroSpeed,A-No Indi/Rec ,B-No Mem ,C-MemFull,D-110% Relay,E-105% Relay,F-OverSpeed,G-<3 Relay,H-CF Inserted,X-Unused
  Time	Distance	Speed	DB	DB	Coas	Coas	EventGn	RunE	StpE	TotE	CumEnry	Curr	Vol	 PF 
 19/03/25 16:16:19	7646.009	74	----	----	2.41	101	---------	21735.4	306.2	22041.6	117033.6	4	27	0.25
 19/03/25 16:16:20	7646.029	74	----	----	2.43	102	---------	21735.4	306.2	22041.6	117033.6	5	27.2	0.35
 19/03/25 16:16:21	7646.05	74	----	----	2.45	103	---------	21735.4	306.2	22041.6	117033.6	5	27.2	0.42
 19/03/25 16:16:22	7646.071	74	----	----	2.47	104	---------	21735.4	306.2	22041.6	117033.6	5	26.9	0.45
 19/03/25 16:16:23	7646.091	74	----	----	2.49	105	---------	21735.4	306.2	22041.6	117033.6	6	27.1	0.5
 19/03/25 16:16:24	7646.112	74	----	----	2.51	106	---------	21735.5	306.2	22041.7	117033.7	6	26.9	0.54
 19/03/25 16:16:25	7646.132	73	----	----	2.53	107	---------	21735.5	306.2	22041.7	117033.7	7	26.9	0.57
 19/03/25 16:16:26	7646.153	73	----	----	2.55	108	---------	21735.5	306.2	22041.7	117033.7	8	27	0.59
 19/03/25 16:16:27	7646.173	73	----	----	2.57	109	---------	21735.6	306.2	22041.8	117033.8	7	26.9	0.58
 19/03/25 16:16:28	7646.194	73	----	----	2.6	110	---------	21735.6	306.2	22041.8	117033.8	4	27.1	0.53
 19/03/25 16:16:29	7646.214	73	----	----	2.61	111	---------	21735.6	306.2	22041.8	117033.8	4	27.2	0.54
 19/03/25 16:16:30	7646.235	73	----	----	2.64	112	---------	21735.6	306.2	22041.8	117033.8	4	27.2	0.54
 19/03/25 16:16:31	7646.255	73	----	----	2.66	113	---------	21735.6	306.2	22041.8	117033.8	4	27.3	0.55
 19/03/25 16:16:32	7646.275	72	----	----	2.68	114	---------	21735.6	306.2	22041.8	117033.8	4	27.4	0.57
 19/03/25 16:16:33	7646.296	73	----	----	2.7	115	---------	21735.7	306.2	22041.9	117033.9	4	27.1	0.57
 19/03/25 16:16:34	7646.316	72	----	----	2.72	116	---------	21735.7	306.2	22041.9	117033.9	4	27	0.59
 19/03/25 16:16:35	7646.336	72	----	----	2.74	117	---------	21735.7	306.2	22041.9	117033.9	4	26.8	0.59
 19/03/25 16:16:36	7646.356	72	----	----	2.76	118	---------	21735.7	306.2	22041.9	117033.9	4	26.9	0.59
 19/03/25 16:16:37	7646.377	72	----	----	2.78	119	---------	21735.7	306.2	22041.9	117033.9	4	26.9	0.58
 19/03/25 16:16:38	7646.397	72	----	----	2.8	120	---------	21735.7	306.2	22041.9	117033.9	4	27	0.59
 19/03/25 16:16:39	7646.417	72	----	----	2.82	121	---------	21735.8	306.2	22042	117034	4	27	0.58
 19/03/25 16:16:40	7646.437	72	----	----	2.84	122	---------	21735.8	306.2	22042	117034	4	27.2	0.59
 19/03/25 16:16:41	7646.457	72	----	----	2.86	123	---------	21735.8	306.2	22042	117034	4	27.4	0.58
 19/03/25 16:16:42	7646.477	72	----	----	2.88	124	---------	21735.8	306.2	22042	117034	4	27.3	0.6
 19/03/25 16:16:43	7646.497	72	----	----	2.9	125	---------	21735.8	306.2	22042	117034	4	27.3	0.61
 19/03/25 16:16:44	7646.517	72	----	----	2.92	126	---------	21735.9	306.2	22042.1	117034.1	5	27.4	0.58
 19/03/25 16:16:45	7646.537	71	----	----	2.94	127	---------	21735.9	306.2	22042.1	117034.1	4	27.3	0.62
 19/03/25 16:16:46	7646.557	71	----	----	2.96	128	---------	21735.9	306.2	22042.1	117034.1	5	27.4	0.6
 19/03/25 16:16:47	7646.577	71	----	----	2.98	129	---------	21735.9	306.2	22042.1	117034.1	5	27.2	0.61
 19/03/25 16:16:48	7646.597	71	----	----	3	130	---------	21735.9	306.2	22042.1	117034.1	5	27.4	0.63
 19/03/25 16:16:49	7646.617	71	----	----	3.02	131	---------	21736	306.2	22042.2	117034.2	5	27.3	0.62
 19/03/25 16:16:50	7646.636	71	----	----	3.04	132	---------	21736	306.2	22042.2	117034.2	5	27.2	0.63
 19/03/25 16:16:51	7646.656	70	----	----	3.06	133	---------	21736	306.2	22042.2	117034.2	5	27.1	0.64
 19/03/25 16:16:52	7646.676	71	----	----	3.08	134	---------	21736	306.2	22042.2	117034.2	5	27	0.62
 19/03/25 16:16:53	7646.696	70	----	----	3.1	135	---------	21736.1	306.2	22042.3	117034.3	5	27	0.64
 19/03/25 16:16:54	7646.715	70	----	----	3.12	136	---------	21736.1	306.2	22042.3	117034.3	5	26.9	0.65
 19/03/25 16:16:55	7646.735	70	----	----	3.14	137	---------	21736.1	306.2	22042.3	117034.3	5	26.9	0.62
 19/03/25 16:16:56	7646.755	70	----	----	3.16	138	---------	21736.1	306.2	22042.3	117034.3	5	27	0.64
 19/03/25 16:16:57	7646.774	70	----	----	3.18	139	---------	21736.2	306.2	22042.4	117034.4	5	27.2	0.63
 19/03/25 16:16:58	7646.794	70	----	----	3.19	140	---------	21736.2	306.2	22042.4	117034.4	5	27.2	0.62
 19/03/25 16:16:59	7646.813	70	----	----	3.21	141	---------	21736.2	306.2	22042.4	117034.4	5	27.2	0.65
 19/03/25 16:17:00	7646.833	69	----	----	3.23	142	---------	21736.2	306.2	22042.4	117034.4	5	27.3	0.63
 19/03/25 16:17:01	7646.852	70	----	----	3.25	143	---------	21736.3	306.2	22042.5	117034.5	5	27.3	0.62
 19/03/25 16:17:02	7646.871	69	----	----	3.27	144	---------	21736.3	306.2	22042.5	117034.5	5	27.2	0.65
 19/03/25 16:17:03	7646.891	69	----	----	3.29	145	---------	21736.3	306.2	22042.5	117034.5	5	27.2	0.62
 19/03/25 16:17:04	7646.91	69	----	----	3.31	146	---------	21736.3	306.2	22042.5	117034.5	5	27.3	0.62
 19/03/25 16:17:05	7646.929	69	----	----	3.33	147	---------	21736.3	306.2	22042.5	117034.5	5	27.2	0.64
 19/03/25 16:17:06	7646.949	68	----	----	3.35	148	---------	21736.4	306.2	22042.6	117034.6	5	27.3	0.62
 19/03/25 16:17:07	7646.968	69	----	----	3.37	149	---------	21736.4	306.2	22042.6	117034.6	5	27.2	0.63
 19/03/25 16:17:08	7646.987	68	----	----	3.39	150	---------	21736.4	306.2	22042.6	117034.6	5	27.3	0.64
 19/03/25 16:17:09	7647.006	68	----	----	3.41	151	---------	21736.4	306.2	22042.6	117034.6	5	27.2	0.62
 19/03/25 16:17:10	7647.025	68	----	----	3.43	152	---------	21736.5	306.2	22042.7	117034.7	5	27.5	0.63
 19/03/25 16:17:11	7647.044	68	----	----	3.44	153	---------	21736.5	306.2	22042.7	117034.7	5	27.5	0.63
 19/03/25 16:17:12	7647.063	68	----	----	3.46	154	---------	21736.5	306.2	22042.7	117034.7	5	27.4	0.61
 19/03/25 16:17:13	7647.082	68	----	----	3.48	155	---------	21736.5	306.2	22042.7	117034.7	5	27.4	0.64
 19/03/25 16:17:14	7647.101	68	----	----	3.5	156	---------	21736.6	306.2	22042.8	117034.8	5	27.3	0.63
 19/03/25 16:17:15	7647.12	67	----	----	3.52	157	---------	21736.6	306.2	22042.8	117034.8	5	27.2	0.61
 19/03/25 16:17:16	7647.139	67	----	----	3.54	158	---------	21736.6	306.2	22042.8	117034.8	4	27.3	0.57
 19/03/25 16:17:17	7647.157	67	----	----	3.56	159	---------	21736.6	306.2	22042.8	117034.8	4	27.2	0.57
 19/03/25 16:17:18	7647.176	67	----	----	3.58	160	---------	21736.6	306.2	22042.8	117034.8	4	27.1	0.58
 19/03/25 16:17:19	7647.195	67	----	----	3.6	161	---------	21736.7	306.2	22042.9	117034.9	4	27.1	0.57
 19/03/25 16:17:20	7647.214	67	----	----	3.61	162	---------	21736.7	306.2	22042.9	117034.9	4	27.1	0.58
 19/03/25 16:17:21	7647.232	66	----	----	3.63	163	---------	21736.7	306.2	22042.9	117034.9	4	27.2	0.58
 19/03/25 16:17:22	7647.251	66	----	----	3.65	164	---------	21736.7	306.2	22042.9	117034.9	4	27.2	0.57
 19/03/25 16:17:23	7647.269	66	----	----	3.67	165	---------	21736.7	306.2	22042.9	117034.9	4	27.1	0.58
 19/03/25 16:17:24	7647.288	66	----	----	3.69	166	---------	21736.7	306.2	22042.9	117034.9	4	27.1	0.59
 19/03/25 16:17:25	7647.306	66	----	----	3.71	167	---------	21736.8	306.2	22043	117035	4	27	0.57
 19/03/25 16:17:26	7647.325	66	----	----	3.73	168	---------	21736.8	306.2	22043	117035	4	27.2	0.58
 19/03/25 16:17:27	7647.343	66	----	----	3.74	169	---------	21736.8	306.2	22043	117035	4	27	0.58
 19/03/25 16:17:28	7647.361	66	----	----	3.76	170	---------	21736.8	306.2	22043	117035	4	26.8	0.59
 19/03/25 16:17:29	7647.38	66	----	----	3.78	171	---------	21736.8	306.2	22043	117035	4	26.9	0.59
 19/03/25 16:17:30	7647.398	65	----	----	3.8	172	---------	21736.8	306.2	22043	117035	4	26.9	0.58
 19/03/25 16:17:31	7647.417	66	----	----	3.82	173	---------	21736.9	306.2	22043.1	117035.1	4	26.8	0.6
 19/03/25 16:17:32	7647.435	65	----	----	3.84	174	---------	21736.9	306.2	22043.1	117035.1	4	26.7	0.58
 19/03/25 16:17:33	7647.453	65	----	----	3.85	175	---------	21736.9	306.2	22043.1	117035.1	4	26.8	0.59
 19/03/25 16:17:34	7647.471	65	----	----	3.87	176	---------	21736.9	306.2	22043.1	117035.1	4	26.9	0.6
 19/03/25 16:17:35	7647.489	65	----	----	3.89	177	---------	21736.9	306.2	22043.1	117035.1	4	27	0.58
 19/03/25 16:17:36	7647.507	65	----	----	3.91	178	---------	21736.9	306.2	22043.1	117035.1	4	27.1	0.59
 19/03/25 16:17:37	7647.525	65	----	----	3.93	179	---------	21737	306.2	22043.2	117035.2	4	27.4	0.58
 19/03/25 16:17:38	7647.544	64	----	----	3.94	180	---------	21737	306.2	22043.2	117035.2	4	27.4	0.57
 19/03/25 16:17:39	7647.562	64	----	----	3.96	181	---------	21737	306.2	22043.2	117035.2	4	27.3	0.58
 19/03/25 16:17:40	7647.58	64	----	----	3.98	182	---------	21737	306.2	22043.2	117035.2	4	27.3	0.57
 19/03/25 16:17:41	7647.598	64	----	----	4	183	---------	21737	306.2	22043.2	117035.2	4	27.4	0.57
 19/03/25 16:17:42	7647.615	64	----	----	4.02	184	---------	21737.1	306.2	22043.3	117035.3	4	27.3	0.58
 19/03/25 16:17:43	7647.633	64	----	----	4.03	185	---------	21737.1	306.2	22043.3	117035.3	4	27.4	0.57
 19/03/25 16:17:44	7647.651	64	----	----	4.05	186	---------	21737.1	306.2	22043.3	117035.3	4	27.6	0.57
 19/03/25 16:17:45	7647.669	64	----	----	4.07	187	---------	21737.1	306.2	22043.3	117035.3	4	27.4	0.56
 19/03/25 16:17:46	7647.687	64	----	----	4.09	188	---------	21737.1	306.2	22043.3	117035.3	4	27.4	0.58
 19/03/25 16:17:47	7647.705	64	----	----	4.11	189	---------	21737.1	306.2	22043.3	117035.3	4	27.5	0.56
 19/03/25 16:17:48	7647.722	63	----	----	4.12	190	---------	21737.2	306.2	22043.4	117035.4	4	27.6	0.58
 19/03/25 16:17:49	7647.74	64	----	----	4.14	191	---------	21737.2	306.2	22043.4	117035.4	4	27.6	0.57
 19/03/25 16:17:50	7647.758	63	----	----	4.16	192	---------	21737.2	306.2	22043.4	117035.4	4	27.6	0.56
 19/03/25 16:17:51	7647.776	63	----	----	4.18	193	---------	21737.2	306.2	22043.4	117035.4	4	27.5	0.57
 19/03/25 16:17:52	7647.793	63	----	----	4.19	194	---------	21737.2	306.2	22043.4	117035.4	4	27.4	0.57
 19/03/25 16:17:53	7647.811	63	----	----	4.21	195	---------	21737.2	306.2	22043.4	117035.4	4	27.5	0.57
 19/03/25 16:17:54	7647.828	63	----	----	4.23	196	---------	21737.3	306.2	22043.5	117035.5	4	27.5	0.57
 19/03/25 16:17:55	7647.846	63	----	----	4.25	197	---------	21737.3	306.2	22043.5	117035.5	4	27.5	0.57
 19/03/25 16:17:56	7647.863	63	----	----	4.26	198	---------	21737.3	306.2	22043.5	117035.5	4	27.5	0.57
 19/03/25 16:17:57	7647.881	62	----	----	4.28	199	---------	21737.3	306.2	22043.5	117035.5	4	27.5	0.57
 19/03/25 16:17:58	7647.898	62	----	----	----	----	---------	21737.3	306.2	22043.5	117035.5	8	27.5	0.57
 19/03/25 16:17:59	7647.916	62	----	----	----	----	---------	21737.4	306.2	22043.6	117035.6	4	27.4	0.63
 19/03/25 16:18:00	7647.933	62	----	----	----	----	---------	21737.4	306.2	22043.6	117035.6	8	27.2	0.61
 19/03/25 16:18:01	7647.95	62	----	----	----	----	---------	21737.4	306.2	22043.6	117035.6	7	27.2	0.75
 19/03/25 16:18:02	7647.968	62	----	----	----	----	---------	21737.5	306.2	22043.7	117035.7	7	27.1	0.72
 19/03/25 16:18:03	7647.985	61	----	----	----	----	---------	21737.5	306.2	22043.7	117035.7	8	27.1	0.76
 19/03/25 16:18:04	7648.002	62	----	----	----	----	---------	21737.6	306.2	22043.8	117035.8	9	27.2	0.81
 19/03/25 16:18:05	7648.019	61	----	----	----	----	---------	21737.7	306.2	22043.9	117035.9	14	27	0.8
 19/03/25 16:18:06	7648.037	61	----	----	----	----	---------	21737.7	306.2	22043.9	117035.9	13	26.8	0.83
 19/03/25 16:18:07	7648.054	61	----	----	----	----	---------	21737.8	306.2	22044	117036	12	26.9	0.82
 19/03/25 16:18:08	7648.071	61	----	----	----	----	---------	21737.9	306.2	22044.1	117036.1	13	26.9	0.82
 19/03/25 16:18:09	7648.088	61	----	----	----	----	---------	21738	306.2	22044.2	117036.2	13	26.7	0.81
 19/03/25 16:18:10	7648.105	61	----	----	----	----	---------	21738	306.2	22044.2	117036.2	12	26.9	0.82
 19/03/25 16:18:11	7648.122	61	----	----	----	----	---------	21738.1	306.2	22044.3	117036.3	13	26.8	0.82
 19/03/25 16:18:12	7648.139	61	----	----	----	----	---------	21738.2	306.2	22044.4	117036.4	13	26.8	0.82
 19/03/25 16:18:13	7648.156	60	----	----	----	----	---------	21738.3	306.2	22044.5	117036.5	13	27	0.82
 19/03/25 16:18:14	7648.173	61	----	----	----	----	---------	21738.4	306.2	22044.6	117036.6	13	27	0.82
 19/03/25 16:18:15	7648.19	60	----	----	----	----	---------	21738.4	306.2	22044.6	117036.6	13	26.9	0.82
 19/03/25 16:18:16	7648.207	60	----	----	----	----	---------	21738.5	306.2	22044.7	117036.7	13	27.1	0.81
 19/03/25 16:18:17	7648.223	60	----	----	----	----	---------	21738.6	306.2	22044.8	117036.8	13	26.9	0.82
 19/03/25 16:18:18	7648.24	60	----	----	----	----	---------	21738.7	306.2	22044.9	117036.9	13	26.9	0.82
 19/03/25 16:18:19	7648.257	60	----	----	----	----	---------	21738.8	306.2	22045	117037	13	26.9	0.82
 19/03/25 16:18:20	7648.274	60	----	----	----	----	---------	21738.8	306.2	22045	117037	13	26.8	0.82
 19/03/25 16:18:21	7648.29	59	----	----	----	----	---------	21738.9	306.2	22045.1	117037.1	13	26.8	0.81
 19/03/25 16:18:22	7648.307	59	----	----	----	----	---------	21739	306.2	22045.2	117037.2	13	26.6	0.82
 19/03/25 16:18:23	7648.324	59	----	----	----	----	---------	21739.1	306.2	22045.3	117037.3	13	26.6	0.82
 19/03/25 16:18:24	7648.34	59	----	----	----	----	---------	21739.2	306.2	22045.4	117037.4	15	26.5	0.86
 19/03/25 16:18:25	7648.357	59	----	----	----	----	---------	21739.3	306.2	22045.5	117037.5	22	26.3	0.85
 19/03/25 16:18:26	7648.373	59	----	----	----	----	---------	21739.5	306.2	22045.7	117037.7	24	26.1	0.88
 19/03/25 16:18:27	7648.39	59	----	----	----	----	---------	21739.6	306.2	22045.8	117037.8	24	26	0.86
 19/03/25 16:18:28	7648.407	59	----	----	----	----	---------	21739.8	306.2	22046	117038	24	25.8	0.86
 19/03/25 16:18:29	7648.423	59	----	----	----	----	---------	21739.9	306.2	22046.1	117038.1	24	25.9	0.86
 19/03/25 16:18:30	7648.44	59	----	----	----	----	---------	21740.1	306.2	22046.3	117038.3	24	25.8	0.86
 19/03/25 16:18:31	7648.456	59	----	----	----	----	---------	21740.2	306.2	22046.4	117038.4	24	25.8	0.86
 19/03/25 16:18:32	7648.473	59	----	----	----	----	---------	21740.3	306.2	22046.5	117038.5	24	25.8	0.86
 19/03/25 16:18:33	7648.489	59	----	----	----	----	---------	21740.5	306.2	22046.7	117038.7	24	25.8	0.86
 19/03/25 16:18:34	7648.505	58	----	----	----	----	---------	21740.6	306.2	22046.8	117038.8	24	25.8	0.86
 19/03/25 16:18:35	7648.522	59	----	----	----	----	---------	21740.8	306.2	22047	117039	23	25.9	0.86
 19/03/25 16:18:36	7648.538	58	----	----	----	----	---------	21740.9	306.2	22047.1	117039.1	23	25.9	0.86
 19/03/25 16:18:37	7648.555	59	----	----	----	----	---------	21741.1	306.2	22047.3	117039.3	23	25.9	0.86
 19/03/25 16:18:38	7648.571	58	----	----	----	----	---------	21741.3	306.2	22047.5	117039.5	31	25.7	0.9
 19/03/25 16:18:39	7648.587	58	----	----	----	----	---------	21741.5	306.2	22047.7	117039.7	41	25.4	0.9
 19/03/25 16:18:40	7648.604	59	----	----	----	----	---------	21741.9	306.2	22048.1	117040.1	55	25.3	0.89
 19/03/25 16:18:41	7648.62	58	----	----	----	----	---------	21742.2	306.2	22048.4	117040.4	54	25.4	0.89
 19/03/25 16:18:42	7648.636	59	----	----	----	----	---------	21742.6	306.2	22048.8	117040.8	63	25.5	0.89
 19/03/25 16:18:43	7648.653	59	----	----	----	----	---------	21743.1	306.2	22049.3	117041.3	71	25.3	0.89
 19/03/25 16:18:44	7648.669	59	----	----	----	----	---------	21743.5	306.2	22049.7	117041.7	78	25	0.89
 19/03/25 16:18:45	7648.686	59	----	----	----	----	---------	21744.1	306.2	22050.3	117042.3	94	25	0.89
 19/03/25 16:18:46	7648.703	59	----	----	----	----	---------	21744.7	306.2	22050.9	117042.9	92	24.9	0.88
 19/03/25 16:18:47	7648.719	60	----	----	----	----	---------	21745.3	306.2	22051.5	117043.5	107	24.7	0.89
 19/03/25 16:18:48	7648.736	60	----	----	----	----	---------	21746.1	306.2	22052.3	117044.3	126	24.7	0.89
 19/03/25 16:18:49	7648.753	61	----	----	----	----	---------	21746.8	306.2	22053	117045	124	24.7	0.87
 19/03/25 16:18:50	7648.77	61	----	----	----	----	---------	21747.6	306.2	22053.8	117045.8	122	24.7	0.87
 19/03/25 16:18:51	7648.788	62	----	----	----	----	---------	21748.3	306.2	22054.5	117046.5	121	24.8	0.88
 19/03/25 16:18:52	7648.805	62	----	----	----	----	---------	21749.1	306.2	22055.3	117047.3	133	24.9	0.88
 19/03/25 16:18:53	7648.823	63	----	----	----	----	---------	21750	306.2	22056.2	117048.2	141	25	0.88
 19/03/25 16:18:54	7648.84	63	----	----	----	----	---------	21750.9	306.2	22057.1	117049.1	157	25.1	0.88
 19/03/25 16:18:55	7648.858	64	----	----	----	----	---------	21752	306.2	22058.2	117050.2	175	25.1	0.88
 19/03/25 16:18:56	7648.876	64	----	----	----	----	---------	21753	306.2	22059.2	117051.2	171	25	0.87
 19/03/25 16:18:57	7648.895	65	----	----	----	----	---------	21754	306.2	22060.2	117052.2	167	25	0.86
 19/03/25 16:18:58	7648.913	66	----	----	----	----	---------	21755	306.2	22061.2	117053.2	165	25.1	0.87
 19/03/25 16:18:59	7648.932	67	----	----	----	----	---------	21756	306.2	22062.2	117054.2	163	25.1	0.87
 19/03/25 16:19:00	7648.95	67	----	----	----	----	---------	21757	306.2	22063.2	117055.2	158	25	0.87
 19/03/25 16:19:01	7648.969	68	----	----	----	----	---------	21758	306.2	22064.2	117056.2	171	24.9	0.87
 19/03/25 16:19:02	7648.989	68	----	----	----	----	---------	21759.1	306.2	22065.3	117057.3	174	25.1	0.88
 19/03/25 16:19:03	7649.008	69	----	----	----	----	---------	21760.1	306.2	22066.3	117058.3	173	25.3	0.87
 19/03/25 16:19:04	7649.027	70	----	----	----	----	---------	21761.2	306.2	22067.4	117059.4	170	25.3	0.87
 19/03/25 16:19:05	7649.047	70	----	----	----	----	---------	21762.2	306.2	22068.4	117060.4	169	25.5	0.87
 19/03/25 16:19:06	7649.067	71	----	----	----	----	---------	21763.3	306.2	22069.5	117061.5	167	25.6	0.87
 19/03/25 16:19:07	7649.087	72	----	----	----	----	---------	21764.3	306.2	22070.5	117062.5	165	25.7	0.87
 19/03/25 16:19:08	7649.107	72	----	----	----	----	---------	21765.3	306.2	22071.5	117063.5	163	25.7	0.87
 19/03/25 16:19:09	7649.128	73	----	----	----	----	---------	21766.3	306.2	22072.5	117064.5	160	25.8	0.87
 19/03/25 16:19:10	7649.148	74	----	----	----	----	---------	21767.3	306.2	22073.5	117065.5	157	25.8	0.87
 19/03/25 16:19:11	7649.169	74	----	----	----	----	---------	21768.2	306.2	22074.4	117066.4	156	25.8	0.87
 19/03/25 16:19:12	7649.19	75	----	----	----	----	---------	21769.2	306.2	22075.4	117067.4	155	25.9	0.87
 19/03/25 16:19:13	7649.211	76	----	----	----	----	---------	21770.2	306.2	22076.4	117068.4	153	25.8	0.87
 19/03/25 16:19:14	7649.233	76	----	----	----	----	---------	21771.1	306.2	22077.3	117069.3	149	25.8	0.87
 19/03/25 16:19:15	7649.254	76	----	----	----	----	---------	21772	306.2	22078.2	117070.2	147	25.8	0.87
 19/03/25 16:19:16	7649.275	77	----	----	----	----	---------	21772.9	306.2	22079.1	117071.1	147	25.8	0.88
 19/03/25 16:19:17	7649.297	78	----	----	----	----	---------	21773.8	306.2	22080	117072	144	25.8	0.88
 19/03/25 16:19:18	7649.319	79	----	----	----	----	---------	21774.7	306.2	22080.9	117072.9	143	25.8	0.88
 19/03/25 16:19:19	7649.341	79	----	----	----	----	---------	21775.6	306.2	22081.8	117073.8	142	25.9	0.88
 19/03/25 16:19:20	7649.363	79	----	----	----	----	---------	21776.5	306.2	22082.7	117074.7	140	25.9	0.88
 19/03/25 16:19:21	7649.386	80	----	----	----	----	---------	21777.4	306.2	22083.6	117075.6	139	25.9	0.88
 19/03/25 16:19:22	7649.408	81	----	----	----	----	---------	21778.3	306.2	22084.5	117076.5	138	26	0.88
 19/03/25 16:19:23	7649.431	81	----	----	----	----	---------	21779.2	306.2	22085.4	117077.4	138	26	0.88
 19/03/25 16:19:24	7649.453	81	----	----	----	----	---------	21780.2	306.2	22086.4	117078.4	165	26.2	0.9
 19/03/25 16:19:25	7649.476	82	----	----	----	----	---------	21780.9	306.2	22087.1	117079.1	112	26.4	0.85
 19/03/25 16:19:26	7649.5	83	----	----	----	----	---------	21781.5	306.2	22087.7	117079.7	85	26.4	0.86
 19/03/25 16:19:27	7649.523	83	----	----	----	----	---------	21782	306.2	22088.2	117080.2	85	26.4	0.88
 19/03/25 16:19:28	7649.546	83	----	----	----	----	---------	21782.8	306.2	22089	117081	110	26.5	0.91
 19/03/25 16:19:29	7649.569	84	----	----	----	----	---------	21783.4	306.2	22089.6	117081.6	106	26	0.88
 19/03/25 16:19:30	7649.593	84	----	----	----	----	---------	21784.1	306.2	22090.3	117082.3	107	26.2	0.88
 19/03/25 16:19:31	7649.616	85	----	----	----	----	---------	21784.8	306.2	22091	117083	105	26.1	0.88
 19/03/25 16:19:32	7649.64	85	----	----	----	----	---------	21785.5	306.2	22091.7	117083.7	105	26.2	0.88
 19/03/25 16:19:33	7649.664	85	----	----	----	----	---------	21786.1	306.2	22092.3	117084.3	104	26.1	0.88
 19/03/25 16:19:34	7649.688	86	----	----	----	----	---------	21786.8	306.2	22093	117085	103	26.1	0.88
 19/03/25 16:19:35	7649.712	86	----	----	----	----	---------	21787.4	306.2	22093.6	117085.6	103	26.2	0.88
 19/03/25 16:19:36	7649.736	86	----	----	----	----	---------	21788.1	306.2	22094.3	117086.3	102	26.2	0.88
 19/03/25 16:19:37	7649.76	87	----	----	----	----	---------	21788.7	306.2	22094.9	117086.9	100	26.2	0.88
 19/03/25 16:19:38	7649.784	87	----	----	----	----	---------	21789.4	306.2	22095.6	117087.6	100	26.2	0.88
 19/03/25 16:19:39	7649.809	87	----	----	----	----	---------	21790	306.2	22096.2	117088.2	100	26.2	0.88
 19/03/25 16:19:40	7649.833	87	----	----	----	----	---------	21790.7	306.2	22096.9	117088.9	99	26.2	0.88
 19/03/25 16:19:41	7649.858	88	----	----	----	----	---------	21791.3	306.2	22097.5	117089.5	98	26	0.88
 19/03/25 16:19:42	7649.883	88	----	----	----	----	---------	21791.9	306.2	22098.1	117090.1	98	26.1	0.88
 19/03/25 16:19:43	7649.907	89	----	----	----	----	---------	21792.5	306.2	22098.7	117090.7	97	26.1	0.88
 19/03/25 16:19:44	7649.932	89	----	----	----	----	---------	21793.1	306.2	22099.3	117091.3	97	26.2	0.88
 19/03/25 16:19:45	7649.957	89	----	----	----	----	---------	21793.8	306.2	22100	117092	97	26.3	0.88
 19/03/25 16:19:46	7649.982	89	----	----	----	----	---------	21794.4	306.2	22100.6	117092.6	96	26.3	0.88
 19/03/25 16:19:47	7650.007	90	----	----	----	----	---------	21795	306.2	22101.2	117093.2	96	26.4	0.88
